type,log
smartsheet,"{""eventId"":""9f81c3ad2b74e560a1c7d2b4e9f0a51c"",""eventTimestamp"":""2026-07-26T09:14:02.771Z"",""objectType"":""SHEET"",""action"":""REQUEST_BACKUP"",""userId"":8814471029,""requestUserId"":8814471029,""accessTokenName"":""CRM Sync Integration"",""source"":""API"",""additionalDetails"":{""sheetId"":4418822109337201,""sheetName"":""Q3 Vendor Payments"",""status"":""FAILED"",""errorCode"":1006,""errorMessage"":""Not Found. Sheet was deleted or you no longer have access to it."",""refId"":""9f81c3ad-2b74-e560-a1c7-d2b4e9f0a51c"",""formatType"":""EXCEL""},""ipAddress"":""52.190.44.7""}"
snowflake,"{""QUERY_ID"":""01b6f2a1-0000-4c81-0000-9c1e00012b84"",""QUERY_TEXT"":""SELECT region, SUM(total_cents) AS revenue FROM PROD.SALES.ORDERS WHERE order_date >= '2026-08-01' GROUP BY region"",""DATABASE_NAME"":""PROD"",""SCHEMA_NAME"":""SALES"",""QUERY_TYPE"":""SELECT"",""SESSION_ID"":184291046512,""USER_NAME"":""DBT_PROD"",""ROLE_NAME"":""TRANSFORMER"",""WAREHOUSE_NAME"":""TRANSFORM_WH"",""WAREHOUSE_SIZE"":""Medium"",""EXECUTION_STATUS"":""SUCCESS"",""ERROR_CODE"":null,""ERROR_MESSAGE"":null,""START_TIME"":""2026-08-04T15:00:02.118Z"",""END_TIME"":""2026-08-04T15:00:06.412Z"",""TOTAL_ELAPSED_TIME"":4294,""BYTES_SCANNED"":193182904,""ROWS_PRODUCED"":18,""COMPILATION_TIME"":184,""EXECUTION_TIME"":4110,""QUEUED_PROVISIONING_TIME"":0,""CREDITS_USED_CLOUD_SERVICES"":0.000412,""PARTITIONS_SCANNED"":42,""PARTITIONS_TOTAL"":1204,""CLIENT_APPLICATION_ID"":""Snowflake Python Connector 3.12.1""}"
snowflake,"{""QUERY_ID"":""01b7c9d4-0e02-4f18-9c56-2ab7d0148e39"",""QUERY_TEXT"":""COPY INTO raw.events FROM @s3_landing FILE_FORMAT=(TYPE=PARQUET)"",""DATABASE_NAME"":""ANALYTICS"",""SCHEMA_NAME"":""RAW"",""QUERY_TYPE"":""COPY"",""SESSION_ID"":8814471029,""USER_NAME"":""ETL_LOADER"",""ROLE_NAME"":""LOADER_RW"",""WAREHOUSE_NAME"":""LOAD_WH"",""WAREHOUSE_SIZE"":""X-Large"",""EXECUTION_STATUS"":""FAIL"",""ERROR_CODE"":""091003"",""ERROR_MESSAGE"":""Failure using stage area. Cause: [Access Denied (Status Code: 403; Error Code: AccessDenied)]"",""START_TIME"":""2026-07-20T02:41:18.117Z"",""END_TIME"":""2026-07-20T02:41:22.884Z"",""TOTAL_ELAPSED_TIME"":4767,""BYTES_SCANNED"":0,""ROWS_PRODUCED"":null,""CREDITS_USED_CLOUD_SERVICES"":0.000118,""QUEUED_OVERLOAD_TIME"":0,""CLIENT_APPLICATION_ID"":""SnowflakeConnectorPython 3.12.1""}"
snyk,"{""id"":""c1d84f2e-7b93-4a16-9f0c-3e5d81aa4b62"",""type"":""project_snapshot"",""created"":""2026-08-04T15:13:02.184Z"",""project"":{""id"":""3f81c7a2-9d64-4e0b-8a15-2c7be93df401"",""name"":""acme-io/checkout-api:package.json"",""origin"":""github"",""type"":""npm"",""targetReference"":""main"",""totalDependencies"":1284,""testedAt"":""2026-08-04T15:13:01.402Z""},""org"":{""id"":""9c1e7f3a-2b84-5d06-71ab-34cd82ef5091"",""name"":""acme-io"",""slug"":""acme-io""},""issuesSummary"":{""critical"":0,""high"":0,""medium"":2,""low"":6},""ok"":true,""licensesPolicy"":{""severities"":{}},""packageManager"":""npm"",""summary"":""No new vulnerable paths introduced"",""gitCommit"":""9c1e7f3a2b845d0671ab34cd82ef50918f2a1c4d""}"
snyk,"{""id"":""SNYK-JS-AXIOS-7361793"",""event"":""project.test.failed"",""timestamp"":""2026-07-24T11:19:02.771Z"",""org"":{""id"":""7b1c9d43-e02a-4f18-9c56-2ab7d0148e39"",""name"":""example-net""},""project"":{""id"":""c41b7e28-5d90-4a13-8f66-9e2c0473ab55"",""name"":""example-net/payments-service:package.json"",""targetFile"":""package.json"",""origin"":""github"",""type"":""npm"",""branch"":""main""},""summary"":{""total"":14,""critical"":1,""high"":4,""medium"":7,""low"":2,""newIssues"":3},""issue"":{""issueId"":""SNYK-JS-AXIOS-7361793"",""title"":""Server-side Request Forgery (SSRF)"",""severity"":""high"",""cvssScore"":7.5,""identifiers"":{""CVE"":[""CVE-2024-39338""],""CWE"":[""CWE-918""]},""packageName"":""axios"",""version"":""1.6.8"",""fixedIn"":[""1.7.4""],""isUpgradable"":true,""isPatchable"":false,""exploitMaturity"":""proof-of-concept"",""introducedThrough"":[""payments-service@1.0.0"",""@internal/http-client@2.4.1"",""axios@1.6.8""]},""gateResult"":""fail"",""gatePolicy"":""fail-on-high-or-above""}"
sonarqube,"{""timestamp"":""2026-08-04T15:13:31.402+0000"",""level"":""INFO"",""logger"":""ce[AXk7pL9mzV2Qr8Zx1Qw4Er][o.s.c.t.CeWorkerImpl]"",""message"":""Executed task | project=acme-io_checkout-api | type=REPORT | branch=main | branchType=BRANCH | id=AXk7pL9mzV2Qr8Zx1Qw4Er | submitter=priya.raghavan | status=SUCCESS | time=18412ms"",""project"":""acme-io_checkout-api"",""taskId"":""AXk7pL9mzV2Qr8Zx1Qw4Er"",""qualityGate"":""OK"",""metrics"":{""coverage"":87.4,""bugs"":0,""vulnerabilities"":0,""code_smells"":42,""duplicated_lines_density"":1.2,""ncloc"":48219},""nodeName"":""sonar-prod-01""}"
sonarqube,"{""serverUrl"":""https://sonar.example.net"",""taskId"":""AY7b1c9d43e02a4f189c56"",""status"":""SUCCESS"",""analysedAt"":""2026-07-24T11:24:41+0000"",""revision"":""3f81c9a47b204d168e53cc10a7b29d641ab7c052"",""project"":{""key"":""example-net_payments-service"",""name"":""payments-service"",""url"":""https://sonar.example.net/dashboard?id=example-net_payments-service""},""branch"":{""name"":""feature/nat-gateway"",""type"":""PULL_REQUEST"",""isMain"":false,""url"":""https://sonar.example.net/dashboard?id=example-net_payments-service&pullRequest=1184""},""qualityGate"":{""name"":""Sonar way"",""status"":""ERROR"",""conditions"":[{""metric"":""new_coverage"",""operator"":""LESS_THAN"",""value"":""61.4"",""status"":""ERROR"",""errorThreshold"":""80""},{""metric"":""new_duplicated_lines_density"",""operator"":""GREATER_THAN"",""value"":""7.2"",""status"":""ERROR"",""errorThreshold"":""3""},{""metric"":""new_security_rating"",""operator"":""GREATER_THAN"",""value"":""1"",""status"":""OK"",""errorThreshold"":""1""}]},""properties"":{""sonar.analysis.buildNumber"":""1842""}}"
spark,"{""ts"":""2026-08-04T15:02:02.118Z"",""level"":""INFO"",""logger"":""org.apache.spark.scheduler.DAGScheduler"",""thread"":""dag-scheduler-event-loop"",""msg"":""Job 42 finished: save at TransformOrders.scala:118, took 184.291882 s"",""context"":{""application_id"":""application_1786020000000_0412"",""application_name"":""transform-orders"",""job_id"":42,""stage_count"":18,""executor_count"":8},""mdc"":{""spark.app.id"":""application_1786020000000_0412""}}"
spark,"{""Event"":""SparkListenerTaskEnd"",""timestamp"":""2026-07-27T02:33:41.884Z"",""level"":""ERROR"",""logger"":""org.apache.spark.scheduler.TaskSetManager"",""applicationId"":""application_1783194402118_4471"",""Stage ID"":44,""Stage Attempt ID"":0,""Task Type"":""ShuffleMapTask"",""Task End Reason"":{""Reason"":""ExceptionFailure"",""Class Name"":""java.lang.OutOfMemoryError"",""Description"":""GC overhead limit exceeded"",""Full Stack Trace"":""java.lang.OutOfMemoryError: GC overhead limit exceeded\n\tat org.apache.spark.sql.execution.aggregate.HashAggregateExec$$anon$1.hasNext(HashAggregateExec.scala:118)"",""Accumulator Updates"":[]},""Task Info"":{""Task ID"":118442,""Index"":118,""Attempt"":3,""Launch Time"":1783194402118,""Executor ID"":""7"",""Host"":""worker-11.prod.example.net"",""Locality"":""NODE_LOCAL"",""Speculative"":false,""Finish Time"":1783194841772,""Failed"":true,""Killed"":false},""executorRunTime"":439654,""jvmGcTime"":382118,""peakExecutionMemory"":32212254720}"
spinnaker,"{""@timestamp"":""2026-08-04T14:46:02.184Z"",""level"":""INFO"",""logger"":""com.netflix.spinnaker.orca.q.handler.CompleteExecutionHandler"",""thread"":""orca-scheduler-7"",""message"":""Execution ExecutionType.PIPELINE:01J4KXQ7PL9MZV2QR8ZX1QW4ER completed with status SUCCEEDED"",""application"":""checkout"",""pipelineConfigId"":""7c3a91fb-d2e8-4650-9a1b-7c8d9e0f1a2b"",""executionId"":""01J4KXQ7PL9MZV2QR8ZX1QW4ER"",""pipelineName"":""deploy-prod"",""status"":""SUCCEEDED"",""stages"":6,""durationMs"":184229,""authenticatedUser"":""priya.raghavan@acme.io"",""service"":""orca""}"
spinnaker,"{""@timestamp"":""2026-07-20T17:22:08.102Z"",""level"":""ERROR"",""logger"":""com.netflix.spinnaker.orca.q.handler.RunTaskHandler"",""thread"":""orca-scheduler-4"",""application"":""payments"",""executionType"":""PIPELINE"",""executionId"":""01J3XKQ2P7YV3NLM6QW8ZB4TDF"",""pipelineConfigId"":""9a41c7be-03d2-4f80-916b-3ce2d7a4f118"",""pipelineName"":""deploy-prod"",""stageName"":""Deploy (Manifest)"",""stageType"":""deployManifest"",""taskName"":""waitForManifestStable"",""status"":""TERMINAL"",""account"":""prod-k8s"",""cloudProvider"":""kubernetes"",""message"":""Stage failed: 'deployment payments' failed to stabilize within 600s"",""exception"":{""type"":""com.netflix.spinnaker.orca.pipeline.tasks.WaitForManifestStableTask$Timeout"",""details"":""deployment.apps/payments: Waiting for all replicas to be ready (4/6)""},""authenticatedUser"":""priya.raghavan@example.net"",""attempt"":1}"
splunk,"{""time"":""2026-08-04T15:14:02.118+00:00"",""host"":""splunk-idx-04.acme.io"",""source"":""/opt/splunk/var/log/splunk/metrics.log"",""sourcetype"":""splunkd"",""index"":""_internal"",""component"":""Metrics"",""group"":""per_index_thruput"",""series"":""prod_app"",""kbps"":1842.41,""eps"":8412.7,""kb"":18424.1,""ev"":84127,""avg_age"":1.2,""max_age"":4,""splunk_server"":""splunk-idx-04"",""log_level"":""INFO""}"
splunk,"{""time"":""2026-07-27T02:33:41.884-06:00"",""log_level"":""WARN"",""component"":""IndexerService"",""search_id"":""1783194841.884471_9F81C3AD-2B74-E560-A1C7-D2B4E9F0A51C"",""message"":""The search auto-canceled because it exceeded the disk usage quota"",""event_type"":""search_failure"",""user"":""soc_analyst"",""app"":""security_posture"",""search"":""index=firewall action=blocked | stats count by src_ip | sort -count"",""scan_count"":441882210,""event_count"":0,""result_count"":0,""run_duration"":884.471,""disk_usage_mb"":102400,""quota_mb"":100000,""savedsearch_name"":"""",""host"":""idx-04.splunk.example.net"",""splunk_server"":""idx-04"",""sourcetype"":""scheduler"",""status"":""failed""}"
spring-boot,"{""@timestamp"":""2026-08-04T15:56:31.402841Z"",""level"":""INFO"",""thread_name"":""http-nio-8080-exec-14"",""logger_name"":""io.acme.ledger.InvoiceController"",""message"":""Created invoice INV20260804-0881 for account 8812"",""application_name"":""ledger-service"",""trace_id"":""4182739046512837410a1b2c3d4e5f60"",""span_id"":""8827104651283741"",""level_value"":20000,""host"":""ledger-service-6d4f8b9c7-mq2xk"",""account_id"":8812,""invoice_id"":""INV20260804-0881"",""amount_cents"":148390,""duration_ms"":184,""spring_profiles"":""prod""}"
spring-boot,"{""@timestamp"":""2026-07-26T09:14:02.771Z"",""level"":""ERROR"",""thread"":""http-nio-8080-exec-4"",""logger"":""org.springframework.boot.web.servlet.support.ErrorPageFilter"",""message"":""Forwarding to error page from request [/api/orders] due to exception [Could not open JPA EntityManager for transaction]"",""application"":""payments-service"",""profile"":""prod"",""traceId"":""4418822109337201884b1c9d43e02a4f18"",""spanId"":""1184472109337201"",""exception"":{""class"":""org.springframework.transaction.CannotCreateTransactionException"",""message"":""Could not open JPA EntityManager for transaction; nested exception is org.hibernate.exception.JDBCConnectionException: Unable to acquire JDBC Connection"",""rootCause"":""java.sql.SQLTransientConnectionException: HikariPool-1 - Connection is not available, request timed out after 30000ms."",""stackTrace"":[""org.springframework.orm.jpa.JpaTransactionManager.doBegin(JpaTransactionManager.java:467)"",""com.example.payments.OrderService.submit(OrderService.java:88)""]},""http"":{""method"":""POST"",""uri"":""/api/orders"",""status"":500},""hikari"":{""active"":20,""idle"":0,""pending"":47,""max"":20}}"
sql-server,"{""EventTime"":""2026-08-04T14:51:02.1180000Z"",""ServerName"":""SQLPROD01\\MSSQLSERVER"",""action_id"":""LGIS"",""class_type"":""LX"",""succeeded"":true,""session_id"":184,""server_principal_name"":""ACME\\svc_ledger"",""database_principal_name"":""dbo"",""database_name"":""LedgerDb"",""object_name"":"""",""statement"":"""",""client_ip"":""10.1.2.14"",""application_name"":""Core .Net SqlClient Data Provider"",""event_class"":""LOGIN"",""host_name"":""APP-VM-04"",""audit_schema_version"":1,""sequence_number"":1,""is_column_permission"":false,""session_server_principal_name"":""ACME\\svc_ledger"",""transaction_id"":0,""duration_milliseconds"":8}"
sql-server,"{""EventTime"":""2026-07-22T11:47:33.203Z"",""ServerName"":""PROD-SQL-01\\MSSQLSERVER"",""LogType"":""ErrorLog"",""Severity"":16,""State"":1,""ErrorNumber"":18456,""ProcessInfo"":""Logon"",""Message"":""Login failed for user 'CORP\\svc_etl'. Reason: Password did not match that for the login provided."",""ClientHost"":""10.2.44.118"",""ClientAppName"":""Microsoft SQL Server Management Studio"",""DatabaseName"":""master"",""LoginName"":""CORP\\svc_etl"",""SPID"":118,""IsSystem"":false,""AdditionalInfo"":{""error_state"":8,""connection_id"":""9f81c3ad-2b74-e560-a1c7-d2b4e9f0a51c"",""protocol"":""TCP/IP"",""encryption"":""TRUE""}}"
square,"{""merchant_id"":""MLXK7PL9MZV2Q"",""type"":""payment.updated"",""event_id"":""9c1e7f3a-2b84-5d06-71ab-34cd82ef5091"",""created_at"":""2026-08-04T15:46:02.184Z"",""data"":{""type"":""payment"",""id"":""XK7pL9mzV2Qr8Zx1Qw4Er7Ty0UioPa"",""object"":{""payment"":{""id"":""XK7pL9mzV2Qr8Zx1Qw4Er7Ty0UioPa"",""created_at"":""2026-08-04T15:45:58.402Z"",""updated_at"":""2026-08-04T15:46:02.118Z"",""amount_money"":{""amount"":148390,""currency"":""USD""},""status"":""COMPLETED"",""delay_duration"":""PT168H"",""source_type"":""CARD"",""card_details"":{""status"":""CAPTURED"",""card"":{""card_brand"":""VISA"",""last_4"":""4242"",""exp_month"":11,""exp_year"":2029,""fingerprint"":""sq-1-9c1e7f3a2b845d0671ab34cd"",""card_type"":""CREDIT"",""prepaid_type"":""NOT_PREPAID"",""bin"":""424242""},""entry_method"":""KEYED"",""cvv_status"":""CVV_ACCEPTED"",""avs_status"":""AVS_ACCEPTED"",""auth_result_code"":""041827"",""statement_description"":""SQ *ACME INC""},""location_id"":""L9MZV2QR8ZX1Q"",""order_id"":""Zx1Qw4Er7Ty0UioPasdF2GhJk"",""reference_id"":""INV20260804-0881"",""total_money"":{""amount"":148390,""currency"":""USD""},""approved_money"":{""amount"":148390,""currency"":""USD""},""receipt_number"":""XK7p"",""receipt_url"":""https://squareup.com/receipt/preview/XK7pL9mzV2Qr8Zx1Qw4Er7Ty0UioPa"",""version"":4}}}}"
square,"{""merchant_id"":""MLXKQ2MLPQ9ZL0"",""type"":""payment.updated"",""event_id"":""9f81c3ad-2b74-e560-a1c7-d2b4e9f0a51c"",""created_at"":""2026-07-26T09:14:02.771Z"",""data"":{""type"":""payment"",""id"":""XkQ2mLpQ9zL0dPfA1sJc4hVnT6wYyE"",""object"":{""payment"":{""id"":""XkQ2mLpQ9zL0dPfA1sJc4hVnT6wYyE"",""created_at"":""2026-07-26T09:13:44.118Z"",""updated_at"":""2026-07-26T09:14:02.771Z"",""amount_money"":{""amount"":18499,""currency"":""USD""},""status"":""FAILED"",""delay_action"":""CANCEL"",""source_type"":""CARD"",""card_details"":{""status"":""FAILED"",""card"":{""card_brand"":""MASTERCARD"",""last_4"":""1142"",""exp_month"":3,""exp_year"":2030,""card_type"":""CREDIT"",""prepaid_type"":""NOT_PREPAID"",""bin"":""541234""},""entry_method"":""KEYED"",""cvv_status"":""CVV_ACCEPTED"",""avs_status"":""AVS_REJECTED"",""auth_result_code"":"""",""errors"":[{""category"":""PAYMENT_METHOD_ERROR"",""code"":""ADDRESS_VERIFICATION_FAILURE"",""detail"":""Authorization error: 'ADDRESS_VERIFICATION_FAILURE'""}]},""location_id"":""L4418822109337"",""order_id"":""c41b7e285d904a138f669e2c"",""risk_evaluation"":{""created_at"":""2026-07-26T09:13:45.000Z"",""risk_level"":""MODERATE""},""version"":3}}}}"
stripe,"{""id"":""evt_1PxK7pL9mzV2Qr8Zx1Qw4Er7"",""object"":""event"",""api_version"":""2026-06-30.basil"",""created"":1786036411,""livemode"":true,""pending_webhooks"":1,""request"":{""id"":""req_9c1e7f3a2b84"",""idempotency_key"":""inv_8812_20260804""},""type"":""charge.succeeded"",""data"":{""object"":{""id"":""ch_3PxK7pL9mzV2Qr8Z1Ty0UioP"",""object"":""charge"",""amount"":148390,""amount_captured"":148390,""amount_refunded"":0,""currency"":""usd"",""captured"":true,""paid"":true,""refunded"":false,""status"":""succeeded"",""customer"":""cus_QxK7pL9mzV2Qr8"",""description"":""Invoice INV20260804-0881"",""invoice"":""in_1PxK7pL9mzV2Qr8Zx1Qw4Er"",""balance_transaction"":""txn_3PxK7pL9mzV2Qr8Z1"",""payment_intent"":""pi_3PxK7pL9mzV2Qr8Z1Zx1Qw4E"",""payment_method"":""pm_1PxK7pL9mzV2Qr8Zx1Qw4Er"",""payment_method_details"":{""card"":{""brand"":""visa"",""last4"":""4242"",""exp_month"":11,""exp_year"":2029,""funding"":""credit"",""country"":""US"",""network"":""visa"",""three_d_secure"":null,""checks"":{""address_line1_check"":""pass"",""address_postal_code_check"":""pass"",""cvc_check"":""pass""}},""type"":""card""},""billing_details"":{""address"":{""city"":""Chicago"",""country"":""US"",""line1"":""411 W Ontario St"",""line2"":null,""postal_code"":""60654"",""state"":""IL""},""email"":""ap@northwind-logistics.com"",""name"":""Northwind Logistics"",""phone"":null},""outcome"":{""network_status"":""approved_by_network"",""reason"":null,""risk_level"":""normal"",""risk_score"":12,""seller_message"":""Payment complete."",""type"":""authorized""},""receipt_url"":""https://pay.stripe.com/receipts/payment/CAcaFwoVYWNjdF8xUHhL"",""metadata"":{""account_id"":""8812"",""invoice_number"":""INV20260804-0881""},""created"":1786036410}}}"
stripe,"{""id"":""evt_1PxK2mLpQ9zL0dPfA1sJc4hV"",""object"":""event"",""api_version"":""2026-06-30.acacia"",""created"":1783235642,""livemode"":true,""pending_webhooks"":1,""request"":{""id"":""req_9F81C3AD2B74E5"",""idempotency_key"":""order-8814-charge-1""},""type"":""charge.failed"",""data"":{""object"":{""id"":""ch_3PxK2mLpQ9zL0dPf1IaB4471"",""object"":""charge"",""amount"":18499,""amount_captured"":0,""amount_refunded"":0,""currency"":""usd"",""captured"":false,""paid"":false,""status"":""failed"",""customer"":""cus_QaB4471XkQ2mL"",""payment_intent"":""pi_3PxK2mLpQ9zL0dPf1c41b7e2"",""payment_method"":""pm_1PxK2mLpQ9zL0dPfA7f19c4b"",""failure_code"":""insufficient_funds"",""failure_message"":""Your card has insufficient funds."",""outcome"":{""network_status"":""declined_by_network"",""reason"":""insufficient_funds"",""risk_level"":""normal"",""risk_score"":18,""seller_message"":""The bank returned the decline code insufficient_funds."",""type"":""issuer_declined""},""payment_method_details"":{""card"":{""brand"":""visa"",""last4"":""4242"",""exp_month"":11,""exp_year"":2029,""funding"":""credit"",""country"":""US"",""network"":""visa"",""three_d_secure"":null,""checks"":{""address_line1_check"":null,""address_postal_code_check"":""pass"",""cvc_check"":""pass""}},""type"":""card""},""metadata"":{""order_id"":""8814"",""customer_tier"":""enterprise""},""receipt_url"":null,""refunded"":false}}}"
sumo-logic,"{""_messagetime"":1786035302118,""_receipttime"":1786035302411,""_sourcecategory"":""prod/checkout/api"",""_sourcehost"":""checkout-api-7f9c4b8d2e-xk4q1"",""_sourcename"":""/var/log/containers/checkout-api.log"",""_collector"":""aks-prod-eastus"",""_source"":""kubernetes-logs"",""_format"":""json"",""_view"":"""",""_size"":412,""_blockid"":""88271046512837410"",""_messagecount"":1,""_raw"":""{\""level\"":\""info\"",\""msg\"":\""charge created\"",\""charge_id\"":\""ch_9c1e7f3a2b84\"",\""amount\"":148390}"",""level"":""info"",""msg"":""charge created"",""charge_id"":""ch_9c1e7f3a2b84"",""amount"":148390}"
sumo-logic,"{""timestamp"":1783194841772,""sourceCategory"":""prod/aws/alb"",""sourceHost"":""collector-04.example.net"",""sourceName"":""alb-access-logs"",""_collector"":""prod-aws-collector"",""messageCount"":0,""status"":""error"",""monitorName"":""High 5xx Rate - Orders API"",""monitorType"":""Logs"",""alertName"":""High 5xx Rate - Orders API"",""alertStatus"":""Triggered"",""triggerType"":""Critical"",""triggerTimeRange"":""-15m"",""triggerCondition"":""count > 100"",""triggerValue"":418,""detectionMethod"":""StaticCondition"",""alertResponseURL"":""https://service.us2.sumologic.com/ui/#/alert/0000000009F81C3A"",""queryString"":""_sourceCategory=prod/aws/alb elb_status_code=5* | count by elb"",""resultCount"":418,""muted"":false,""severity"":""Critical""}"
tailscale,"{""eventGroupID"":""9c1e7f3a2b845d06"",""timestamp"":""2026-08-04T15:54:02.184291Z"",""version"":1,""origin"":""tailscale-cli"",""actor"":{""id"":""uXk7pL9mzV2Qr8Zx1"",""loginName"":""priya.raghavan@acme.io"",""displayName"":""Priya Raghavan"",""type"":""USER""},""target"":{""id"":""nZx1Qw4Er7Ty0UioPa"",""name"":""prod-bastion.acme.ts.net"",""type"":""NODE"",""property"":""acl_tags""},""eventType"":""NODE_UPDATED"",""action"":""UPDATE"",""new"":""tag:prod-bastion,tag:ssh"",""old"":""tag:prod-bastion"",""tailnet"":""acme.io""}"
tailscale,"{""eventGroupID"":""9f81c3ad2b74e560"",""timestamp"":""2026-07-26T09:14:02.771118Z"",""version"":1,""origin"":""tailscale-control"",""tailnet"":""example.net"",""actor"":{""id"":""uXkQ2mLpQ9zL0dPf"",""loginName"":""contractor@example.net"",""displayName"":""Contractor Dev"",""type"":""USER""},""target"":{""id"":""nC41b7e285d904a13"",""name"":""contractor-laptop.example.net.ts.net"",""type"":""NODE"",""property"":""connection""},""eventType"":""NODE_CONNECTION_DENIED"",""action"":""DENIED"",""new"":null,""old"":null,""error"":""device posture check failed: tsIdentity:screenLock == false (required true)"",""details"":{""clientVersion"":""1.72.0"",""os"":""windows"",""nodeIP"":""100.101.44.19"",""srcIP"":""91.219.238.11"",""posture"":{""screenLock"":false,""osUpdateHealthy"":true,""tpmPresent"":true},""aclRuleMatched"":null,""tags"":[]}}"
temporal,"{""level"":""info"",""ts"":""2026-08-04T15:05:31.402841Z"",""msg"":""WorkflowExecutionCompleted"",""service"":""history"",""shard-id"":184,""address"":""10.1.9.22:7234"",""component"":""transfer-queue-processor"",""wf-namespace"":""payments"",""wf-namespace-id"":""9c1e7f3a-2b84-5d06-71ab-34cd82ef5091"",""wf-id"":""invoice-settle-8812-20260804"",""wf-run-id"":""c1d84f2e-7b93-4a16-9f0c-3e5d81aa4b62"",""wf-type"":""SettleInvoiceWorkflow"",""wf-task-queue"":""payments-tq"",""queue-task-id"":8827104,""logging-call-at"":""transferQueueTaskExecutorBase.go:214""}"
temporal,"{""level"":""error"",""ts"":""2026-07-23T09:31:22.884Z"",""msg"":""Activity task failed"",""service"":""history"",""shard-id"":114,""namespace"":""payments-prod"",""namespace-id"":""7b1c9d43-e02a-4f18-9c56-2ab7d0148e39"",""workflow-id"":""order-settlement-8814"",""run-id"":""c41b7e28-5d90-4a13-8f66-9e2c0473ab55"",""workflow-type"":""OrderSettlementWorkflow"",""activity-type"":""ChargeCard"",""activity-id"":""4"",""attempt"":5,""maximum-attempts"":5,""retry-state"":""RetryPolicyMaxAttemptsReached"",""error"":""activity error (type: ChargeCard, scheduledEventID: 41, startedEventID: 42, identity: 28194@worker-11@): card_declined: Your card was declined."",""non-retryable"":true,""logging-call-at"":""transaction_impl.go:281""}"
temporal-worker,"{""level"":""info"",""ts"":""2026-08-04T16:11:31.402841Z"",""msg"":""Activity completed"",""Namespace"":""payments"",""TaskQueue"":""payments-tq"",""WorkerID"":""1@payments-worker-7f9c4b8d2e-xk4q1@"",""WorkflowType"":""SettleInvoiceWorkflow"",""WorkflowID"":""invoice-settle-8812-20260804"",""RunID"":""c1d84f2e-7b93-4a16-9f0c-3e5d81aa4b62"",""ActivityID"":""6"",""ActivityType"":""ChargeCard"",""Attempt"":1,""DurationMs"":1842.4,""Result"":""succeeded"",""logging-call-at"":""activity_task_handler.go:214"",""sdk_version"":""1.29.1"",""sdk_name"":""temporal-go""}"
temporal-worker,"{""level"":""warn"",""ts"":""2026-07-26T09:14:02.771Z"",""msg"":""Workflow task failed, retrying"",""Namespace"":""payments-prod"",""TaskQueue"":""payments-tq"",""WorkerID"":""41182@worker-11@"",""WorkflowType"":""OrderSettlementWorkflow"",""WorkflowID"":""order-settlement-8814"",""RunID"":""c41b7e28-5d90-4a13-8f66-9e2c0473ab55"",""Attempt"":4,""Error"":""unknown activity type: ChargeCardV2; make sure the activity is registered with the worker"",""FailureSource"":""_workflow_task"",""IsNonDeterministic"":true,""WorkflowTaskFailedCause"":""WORKFLOW_TASK_FAILED_CAUSE_UNHANDLED_COMMAND"",""SdkName"":""temporal-go"",""SdkVersion"":""1.28.1"",""BinaryChecksum"":""3f81c9a47b204d16"",""logging-call-at"":""internal_task_handlers.go:1042""}"
tenable-nessus,"{""plugin_id"":19506,""plugin_name"":""Nessus Scan Information"",""plugin_family"":""Settings"",""severity"":0,""severity_label"":""Info"",""risk_factor"":""None"",""asset"":{""uuid"":""9c1e7f3a-2b84-5d06-71ab-34cd82ef5091"",""hostname"":""app-vm-04.acme.io"",""ipv4"":[""10.1.2.14""],""operating_system"":[""Linux Kernel 6.1.0 on Ubuntu 22.04""],""agent_uuid"":""7c3a91fbd2e846509a1b7c8d9e0f1a2b"",""tracked"":true},""scan"":{""uuid"":""c1d84f2e-7b93-4a16-9f0c-3e5d81aa4b62"",""schedule_uuid"":""3f81c7a2-9d64-4e0b-8a15-2c7be93df401"",""started_at"":""2026-08-04T14:00:00Z"",""completed_at"":""2026-08-04T15:12:02Z""},""port"":{""port"":0,""protocol"":""TCP""},""state"":""OPEN"",""first_found"":""2026-07-12T02:14:11Z"",""last_found"":""2026-08-04T15:12:02Z"",""output"":""Scan policy: Advanced Scan\nScanner IP: 10.1.9.201\nCredentialed checks: yes, as root via SSH\nScan duration: 4312 sec""}"
